Key,LocID,AP_NAME,ALIAS,Facility Type,FAA REGION,COUNTY,CITY,STATE,AP Type,Latitude,Longitude,Boundary Data Available
786,CLW,CLEARWATER AIR PARK,Clearwater Airpark,Airport,ASO,PINELLAS,CLEARWATER,FL,Public Use,27.976472,-82.758667,Yes
817,LAL,LAKELAND LINDER RGNL,Lakeland Linder Regional Airport,Airport,ASO,POLK,LAKELAND,FL,Public Use,27.988917,-82.018556,Yes
850,PCM,PLANT CITY,Plant City Municipal Airport,Airport,ASO,HILLSBOROUGH,PLANT CITY,FL,Public Use,28.000167,-82.163306,Yes
863,VDF,TAMPA EXECUTIVE,Tampa Executive Airport,Airport,ASO,HILLSBOROUGH,TAMPA,FL,Public Use,28.013972,-82.345278,Yes
3087,T69,ALFRED C 'BUBBA' THOMAS,County Airport San Patricio,Airport,ASW,SAN PATRICIO,SINTON,TX,Public Use,28.038567,-97.542501,Yes
4195,F57,JACK BROWNS,,Airport,ASO,POLK,WINTER HAVEN,FL,Public Use,28.0575,-81.762806,No
874,GIF,WINTER HAVEN'S GILBERT,Winter Haven Municipal Airport,Airport,ASO,POLK,WINTER HAVEN,FL,Public Use,28.062917,-81.753306,Yes
3092,RKP,ARANSAS CO,Aransas County Airport,Airport,ASW,ARANSAS,ROCKPORT,TX,Public Use,28.086222,-97.043694,Yes
823,MLB,MELBOURNE INTL,Melbourne Int'l Airport,Airport,ASO,BREVARD,MELBOURNE,FL,Public Use,28.102753,-80.645257,Yes
4668,MDY,HENDERSON FIELD,,Airport,AWP,MIDWAY ISLANDS,SAND ISLAND,MQ,Public Use,28.201483,-177.381308,No
865,X39,TAMPA NORTH AERO PARK,Tampa North Aero Park,Airport,ASO,PASCO,TAMPA,FL,Public Use,28.221278,-82.374556,Yes
876,ZPH,ZEPHYRHILLS MUNI,Zephyrhills Municipal Airport,Airport,ASO,PASCO,ZEPHYRHILLS,FL,Public Use,28.228136,-82.155925,Yes
813,ISM,KISSIMMEE GATEWAY,Kissimmee Municipal Airport,Airport,ASO,OSCEOLA,ORLANDO,FL,Public Use,28.289806,-81.437083,Yes
3293,RFG,ROOKE FIELD,Rooke Field,Airport,ASW,REFUGIO,REFUGIO,TX,Public Use,28.293617,-97.323048,Yes
849,X05,PILOT COUNTRY,Pilot Country Airport,Airport,ASO,PASCO,BROOKSVILLE,FL,Public Use,28.330283,-82.496485,Yes
824,COI,MERRITT ISLAND,Merritt Island Airport,Airport,ASO,BREVARD,MERRITT ISLAND,FL,Public Use,28.341611,-80.685472,Yes
5194,8T6,LIVE OAK COUNTY,,Airport,ASW,LIVE OAK,GEORGE WEST,TX,Public Use,28.362806,-98.116472,No
3102,BEA,BEEVILLE MUNI,Beeville Municipal Airport,Airport,ASW,BEE,BEEVILLE,TX,Public Use,28.364222,-97.791944,Yes
836,MCO,ORLANDO INTL,Orlando Int'l Airport,Airport,ASO,ORANGE,ORLANDO,FL,Federalized/Commercial,28.429394,-81.308993,Yes
3138,COT,COTULLA-LA SALLE COUNTY,Cotulla-La Salle County Airport,Airport,ASW,LA SALLE,COTULLA,TX,Public Use,28.455722,-99.217222,Yes
805,BKV,HERNANDO COUNTY,Hernando County Airport,Airport,ASO,HERNANDO,BROOKSVILLE,FL,Public Use,28.473611,-82.455417,Yes
858,TIX,SPACE COAST RGNL,Space Coast Regional Airport,Airport,ASO,BREVARD,TITUSVILLE,FL,Public Use,28.5148,-80.799228,Yes
3159,CZT,DIMMIT COUNTY,Dimmit County Airport,Airport,ASW,DIMMIT,CARRIZO SPRINGS,TX,Public Use,28.52225,-99.823639,Yes
796,ORL,EXECUTIVE,Orlando Executive Airport,Airport,ASO,ORANGE,ORLANDO,FL,Public Use,28.545472,-81.332917,Yes
5169,7T3,GOLIAD COUNTY INDUSTRIAL AIRPARK,,Airport,ASW,GOLIAD,BERCLAIR,TX,Public Use,28.611639,-97.612556,No
778,X21,ARTHUR DUNN AIR PARK,Arthur Dunn Airpark,Airport,ASO,BREVARD,TITUSVILLE,FL,Public Use,28.622552,-80.83541,Yes
3116,PKV,CALHOUN COUNTY,Calhoun County Airport,Airport,ASW,CALHOUN,PORT LAVACA,TX,Public Use,28.653306,-96.682722,Yes
5152,24R,DILLEY AIRPARK,,Airport,ASW,FRIO,DILLEY,TX,Public Use,28.6855,-99.189083,No
3142,20R,CRYSTAL CITY MUNI,Crystal City Municipal Airport,Airport,ASW,ZAVALA,CRYSTAL CITY,TX,Public Use,28.697556,-99.817667,Yes
4199,X04,ORLANDO APOPKA,,Airport,ASO,ORANGE,APOPKA,FL,Public Use,28.707474,-81.581965,No
3272,PSX,PALACIOS MUNI,Palacios Municipal Airport,Airport,ASW,MATAGORDA,PALACIOS,TX,Public Use,28.7275,-96.250944,Yes
4185,X61,BOB WHITE FIELD,,Airport,ASO,ORANGE,ZELLWOOD,FL,Public Use,28.735272,-81.629117,No
837,SFB,ORLANDO SANFORD INTL,Orlando Sanford Int'l Airport,Airport,ASO,SEMINOLE,ORLANDO,FL,Federalized/Commercial,28.776694,-81.235528,Yes
4205,FA1,TAVARES,,Airport,ASO,LAKE,TAVARES,FL,Public Use,28.800556,-81.727778,No
808,INF,INVERNESS,Inverness Municipal Airport,Airport,ASO,CITRUS,INVERNESS,FL,Public Use,28.803613,-82.318247,Yes
3250,T30,MC KINLEY FIELD,Mckinley Field,Airport,ASW,FRIO,PEARSALL,TX,Public Use,28.82225,-99.109028,Yes
818,LEE,LEESBURG INTL,Leesburg Int'l Airport,Airport,ASO,LAKE,LEESBURG,FL,Public Use,28.822889,-81.808417,Yes
3220,2R9,KARNES COUNTY,Karnes County Airport,Airport,ASW,KARNES,KENEDY,TX,Public Use,28.824986,-97.865568,Yes
826,X55,MID FLORIDA AIR SERVICE,Mid Florida Air Service Airport,Airport,ASO,LAKE,EUSTIS,FL,Public Use,28.843333,-81.630083,Yes
3333,VCT,VICTORIA RGNL,Victoria Regional Airport,Airport,ASW,VICTORIA,VICTORIA,TX,Public Use,28.852546,-96.918489,Yes
3247,5T9,MAVERICK COUNTY MEMORIAL INTL,Maverick County Mem Int'l Airport,Airport,ASW,MAVERICK,EAGLE PASS,TX,Public Use,28.857093,-100.513468,Yes
790,CGC,CRYSTAL RIVER,Crystal River Airport,Airport,ASO,CITRUS,CRYSTAL RIVER,FL,Public Use,28.867611,-82.574111,Yes
867,X23,UMATILLA MUNI,Umatilla Municipal Airport,Airport,ASO,LAKE,UMATILLA,FL,Public Use,28.924221,-81.651813,Yes
5156,T84,FEHMEL DUSTING SERVICE,,Airport,ASW,MATAGORDA,BAY CITY,TX,Public Use,28.95248,-95.973569,No
5210,PEZ,PLEASANTON MUNI,,Airport,ASW,ATASCOSA,PLEASANTON,TX,Public Use,28.954194,-98.519972,No
3099,BYY,BAY CITY MUNI,Bay City Municipal Airport,Airport,ASW,MATAGORDA,BAY CITY,TX,Public Use,28.97325,-95.863444,Yes
822,X50,MASSEY RANCH AIRPARK,Massey Ranch Airport,Airport,ASO,VOLUSIA,NEW SMYRNA BEACH,FL,Public Use,28.978876,-80.925054,Yes
3216,26R,JACKSON COUNTY,Jackson County Airport,Airport,ASW,JACKSON,EDNA,TX,Public Use,29.000999,-96.581962,Yes
828,EVB,NEW SMYRNA BEACH MUNI,New Smyrna Beach Municipal Airport,Airport,ASO,VOLUSIA,NEW SMYRNA BEACH,FL,Public Use,29.055694,-80.948917,Yes
821,X35,MARION COUNTY,Dunnellon Airport,Airport,ASO,MARION,DUNNELLON,FL,Public Use,29.061778,-82.376583,Yes
794,DED,DELAND MUNI-SIDNEY H TAYLOR FIELD,Deland Municipal Airport,Airport,ASO,VOLUSIA,DELAND,FL,Public Use,29.067028,-81.28375,Yes
3143,T71,CUERO MUNI,Cuero Airport,Airport,ASW,DE WITT,CUERO,TX,Public Use,29.083588,-97.266934,Yes
4184,1J6,BOB LEE FLIGHT STRIP,,Airport,ASO,VOLUSIA,DELAND,FL,Public Use,29.104111,-81.314194,No
5162,T26,FLYING V RANCH,,Airport,ASW,WHARTON,LOUISE,TX,Public Use,29.108278,-96.398778,No
3324,LBX,TEXAS GULF COAST RGNL,Brazoria County Airport,Airport,ASW,BRAZORIA,ANGLETON/LAKE JACKSON,TX,Public Use,29.108639,-95.462083,Yes
4192,CDK,GEORGE T LEWIS,,Airport,ASO,LEVY,CEDAR KEY,FL,Public Use,29.134222,-83.050472,No
3158,23R,DEVINE MUNI,Devine Municipal Airport,Airport,ASW,MEDINA,DEVINE,TX,Public Use,29.138389,-98.941889,Yes
5131,7R9,BAILES,,Airport,ASW,BRAZORIA,ANGLETON,TX,Public Use,29.165056,-95.401083,No
833,OCF,OCALA INTL-JIM TAYLOR FIELD,Ocala Int'l Airport,Airport,ASO,MARION,OCALA,FL,Public Use,29.171877,-82.224115,Yes
792,DAB,DAYTONA BEACH INTL,Daytona Beach Int'l Airport,Airport,ASO,VOLUSIA,DAYTONA BEACH,FL,Federalized/Commercial,29.179917,-81.058056,Yes
3183,UVA,GARNER FIELD,Garner Field,Airport,ASW,UVALDE,UVALDE,TX,Public Use,29.211333,-99.743583,Yes
5142,53T,CANNON FIELD,,Airport,ASW,BEXAR,SOMERSET,TX,Public Use,29.216073,-98.549462,No
848,2J8,PIERSON MUNI,Pierson Municipal Airport,Airport,ASO,VOLUSIA,PIERSON,FL,Public Use,29.250028,-81.459333,Yes
3338,ARM,WHARTON RGNL,Wharton Municipal Airport,Airport,ASW,WHARTON,WHARTON,TX,Public Use,29.254278,-96.154389,Yes
5187,94R,LACKEY AVIATION,,Airport,ASW,WHARTON,WHARTON,TX,Public Use,29.264396,-96.007246,No
5159,81D,FLYIN TIGER,,Airport,ASW,BRAZORIA,ANGLETON,TX,Public Use,29.264967,-95.41257,No
3300,GLS,SCHOLES INTL AT GALVESTON,Scholes Int'l Airport,Airport,ASW,GALVESTON,GALVESTON,TX,Public Use,29.265333,-94.860417,Yes
5175,74R,HORIZON,,Airport,ASW,BEXAR,SAN ANTONIO,TX,Public Use,29.284583,-98.498306,No
838,OMN,ORMOND BEACH MUNI,Ormond Beach Municipal Airport,Airport,ASO,VOLUSIA,ORMOND BEACH,FL,Public Use,29.301139,-81.113806,Yes
3347,T85,YOAKUM MUNI,Yoakum Municipal Airport,Airport,ASW,LAVACA,YOAKUM,TX,Public Use,29.313167,-97.138417,Yes
3313,SSF,STINSON MUNI,Stinson Airport,Airport,ASW,BEXAR,SAN ANTONIO,TX,Public Use,29.336982,-98.471045,Yes
3118,CVB,CASTROVILLE MUNI,Castroville Municipal Airport,Airport,ASW,MEDINA,CASTROVILLE,TX,Public Use,29.341889,-98.851,Yes
873,X60,WILLISTON MUNI,Williston Municipal Airport,Airport,ASO,LEVY,WILLISTON,FL,Public Use,29.355717,-82.4717,Yes
3310,HDO,SOUTH TEXAS RGNL AT HONDO,Hondo Municipal Airport,Airport,ASW,MEDINA,HONDO,TX,Public Use,29.359131,-99.177492,Yes
3154,DRT,DEL RIO INTL,Del Rio Int'l Airport,Airport,ASW,VAL VERDE,DEL RIO,TX,Public Use,29.374207,-100.927157,Yes
5172,34R,HALLETTSVILLE MUNI,,Airport,ASW,LAVACA,HALLETTSVILLE,TX,Public Use,29.389958,-96.95606,No
5129,6R5,ALVIN AIRPARK,,Airport,ASW,BRAZORIA,ALVIN,TX,Public Use,29.41475,-95.288917,No
4418,GAO,SOUTH LAFOURCHE LEONARD MILLER JR,,Airport,ASW,LAFOURCHE,GALLIANO,LA,Public Use,29.441106,-90.261121,No
5238,,TERLINGUA RANCH,,Airport,ASW,BREWSTER,ALPINE,TX,Public Use,29.4515,-103.397611,No
799,XFL,FLAGLER COUNTY,Flagler County Airport,Airport,ASO,FLAGLER,PALM COAST,FL,Public Use,29.467389,-81.206333,Yes
5249,3T2,WOLFE AIR PARK,,Airport,ASW,BRAZORIA,MANVEL,TX,Public Use,29.479083,-95.326556,No
